Date,Open,High,Low,Close,Adj Close,Volume
2021-09-28,63.029999,63.340000,62.380001,62.529999,60.890781,1461500
2021-09-29,62.509998,63.549999,62.360001,63.160000,61.504269,966700
2021-09-30,63.700001,64.010002,62.189999,62.200001,60.569435,1850200
2021-10-01,62.209999,62.689999,61.520000,61.799999,60.179920,1911500
2021-10-04,61.709999,62.840000,61.639999,62.619999,60.978420,783000
2021-10-05,63.110001,63.110001,62.509998,62.880001,61.231609,1173200
2021-10-06,62.689999,63.490002,62.310001,63.430000,61.767189,893800
2021-10-07,63.630001,63.930000,62.660000,62.720001,61.075806,1473300
2021-10-08,62.560001,62.830002,61.970001,62.009998,60.384411,1085700
2021-10-11,61.810001,62.200001,61.200001,61.959999,60.335724,1869100
2021-10-12,62.040001,62.470001,61.810001,62.099998,60.472054,922500
2021-10-13,62.049999,62.849998,61.509998,62.700001,61.056328,889800
2021-10-14,62.910000,63.740002,62.700001,63.639999,61.971684,882800
2021-10-15,63.650002,63.900002,63.200001,63.310001,61.650337,1063500
2021-10-18,62.799999,63.310001,62.509998,63.049999,61.397152,1324400
2021-10-19,63.439999,63.740002,63.110001,63.639999,61.971684,643500
2021-10-20,63.799999,64.790001,63.799999,64.349998,62.663071,955400
2021-10-21,64.290001,64.470001,64.010002,64.089996,62.409882,673300
2021-10-22,64.120003,64.820000,64.019997,64.639999,62.945469,689600
2021-10-25,64.550003,64.889999,64.029999,64.230003,62.546223,715800
2021-10-26,64.209999,64.949997,64.080002,64.379997,62.692284,747900
2021-10-27,64.400002,64.650002,63.570000,63.770000,62.098278,948900
2021-10-28,63.770000,64.199997,63.689999,64.180000,62.497528,777400
2021-10-29,64.129997,64.540001,63.299999,63.750000,62.078800,1369900
2021-11-01,63.750000,64.250000,63.529999,63.959999,62.283298,798500
2021-11-02,63.880001,63.930000,63.139999,63.910000,62.234608,1186800
2021-11-03,63.900002,64.669998,63.509998,63.820000,62.146965,1257600
2021-11-04,63.820000,64.269997,62.320000,63.720001,62.049587,1535000
2021-11-05,63.910000,64.959999,63.840000,64.879997,63.179176,1049100
2021-11-08,64.879997,64.930000,63.240002,63.720001,62.049587,787200
2021-11-09,63.740002,64.279999,63.740002,64.120003,62.439102,724800
2021-11-10,64.480003,64.970001,64.300003,64.690002,62.994160,747800
2021-11-11,64.639999,64.830002,63.930000,64.610001,62.916260,1251000
2021-11-12,64.959999,65.330002,64.419998,64.500000,62.809139,752100
2021-11-15,64.989998,65.639999,64.669998,65.599998,63.880302,842200
2021-11-16,65.680000,66.000000,65.239998,65.379997,63.666065,975100
2021-11-17,65.430000,65.930000,65.050003,65.699997,63.977676,1119700
2021-11-18,64.970001,65.230003,63.889999,65.070000,63.921692,2134900
2021-11-19,65.250000,66.070000,65.019997,65.610001,64.452164,3651100
2021-11-22,65.680000,66.849998,65.059998,66.459999,65.287163,1642200
2021-11-23,66.330002,67.800003,65.970001,66.199997,65.031746,1678600
2021-11-24,66.379997,66.449997,65.180000,65.529999,64.373566,1360500
2021-11-26,65.040001,65.419998,64.410004,64.510002,63.371574,573700
2021-11-29,64.690002,65.440002,64.000000,65.260002,64.108337,876300
2021-11-30,65.010002,65.449997,63.130001,63.299999,62.182926,1874500
2021-12-01,63.849998,65.050003,63.099998,63.139999,62.025745,1212000
2021-12-02,63.279999,64.379997,63.150002,63.720001,62.595512,1007200
2021-12-03,64.199997,64.919998,63.650002,64.889999,63.744862,702300
2021-12-06,65.570000,66.980003,65.269997,66.760002,65.581871,1459200
2021-12-07,66.430000,67.099998,66.430000,66.669998,65.493454,912500
2021-12-08,67.040001,67.410004,66.500000,66.919998,65.739044,609800
2021-12-09,66.980003,66.980003,66.199997,66.440002,65.267509,613700
2021-12-10,66.949997,67.199997,66.440002,66.940002,65.758690,493500
2021-12-13,66.860001,67.980003,66.750000,67.580002,66.387398,910600
2021-12-14,67.720001,68.129997,66.930000,67.180000,65.994453,1611100
2021-12-15,67.320000,67.970001,66.930000,67.830002,66.632988,1041900
2021-12-16,67.860001,68.690002,67.519997,68.129997,66.927689,1285000
2021-12-17,68.040001,68.550003,66.730003,66.889999,65.709564,2215400
2021-12-20,66.809998,67.029999,65.699997,66.910004,65.729225,1294400
2021-12-21,67.290001,67.599998,65.970001,66.279999,65.110336,1264500
2021-12-22,66.300003,66.709999,66.050003,66.629997,65.454163,1105300
2021-12-23,66.639999,67.260002,66.570000,66.750000,65.572044,526700
2021-12-27,66.790001,67.500000,66.419998,67.480003,66.289169,711500
2021-12-28,67.559998,68.379997,67.480003,68.339996,67.133972,572900
2021-12-29,68.389999,68.699997,67.959999,68.510002,67.300987,502100
2021-12-30,68.680000,68.699997,68.150002,68.430000,67.222397,513300
2021-12-31,68.339996,68.860001,68.110001,68.610001,67.399216,485900
2022-01-03,68.589996,68.690002,67.430000,68.160004,66.957161,1028100
2022-01-04,68.160004,68.860001,67.959999,67.980003,66.780342,1014500
2022-01-05,68.010002,68.360001,67.430000,67.510002,66.318634,1224400
2022-01-06,67.349998,67.889999,67.040001,67.250000,66.063217,1324900
2022-01-07,67.110001,67.849998,66.690002,67.550003,66.357925,1004700
2022-01-10,67.680000,67.940002,66.510002,66.820000,65.640808,1780100
2022-01-11,66.800003,66.959999,65.870003,66.360001,65.188927,1682000
2022-01-12,66.190002,66.900002,65.949997,66.669998,65.493454,1236600
2022-01-13,66.000000,66.919998,65.989998,66.739998,65.562210,1315400
2022-01-14,66.650002,66.879997,65.610001,65.839996,64.678093,1433100
2022-01-18,65.480003,65.800003,64.029999,64.519997,63.381390,1955400
2022-01-19,64.519997,65.500000,64.389999,64.910004,63.764519,1754900
2022-01-20,65.160004,65.500000,64.190002,64.260002,63.125988,2922700
2022-01-21,64.639999,64.800003,63.939999,64.120003,62.988457,2041900
2022-01-24,63.889999,64.250000,61.990002,63.580002,62.457985,2007800
2022-01-25,62.259998,63.349998,62.259998,62.900002,61.789986,1626700
2022-01-26,63.180000,64.070000,62.500000,62.980000,61.868572,1437900
2022-01-27,63.500000,63.970001,62.790001,63.349998,62.232040,1599000
2022-01-28,63.130001,64.830002,62.740002,64.769997,63.626984,1553800
2022-01-31,64.120003,65.239998,64.059998,64.959999,63.813629,1560100
2022-02-01,64.879997,65.129997,63.959999,64.550003,63.410870,2112200
2022-02-02,64.610001,66.570000,64.449997,66.379997,65.208572,2132800
2022-02-03,66.260002,66.309998,65.379997,65.830002,64.668274,1583400
2022-02-04,65.339996,65.860001,64.760002,65.230003,64.078865,1769500
2022-02-07,65.190002,65.519997,64.459999,65.059998,63.911865,2134900
2022-02-08,65.349998,65.709999,65.169998,65.410004,64.255692,1562200
2022-02-09,65.790001,66.019997,65.139999,65.430000,64.275330,1389300
2022-02-10,64.790001,65.050003,63.130001,63.290001,62.173100,1802100
2022-02-11,63.430000,63.980000,62.419998,62.730000,61.622986,1967400
2022-02-14,62.799999,63.139999,61.459999,61.910000,60.817451,1729700
2022-02-15,62.180000,62.459999,60.919998,61.169998,60.090511,2391200
2022-02-16,61.180000,61.610001,60.599998,61.209999,60.129807,2970700
2022-02-17,61.110001,61.439999,60.480000,61.049999,59.972633,1843700
2022-02-18,60.709999,61.580002,60.680000,60.970001,59.894043,1927400
2022-02-22,61.060001,61.450001,60.450001,60.980000,59.903870,2190100
2022-02-23,60.959999,61.230000,60.139999,60.200001,59.137634,2473100
2022-02-24,60.020000,60.919998,59.459999,60.590000,59.520748,2408500
2022-02-25,61.830002,63.119999,61.209999,62.549999,61.446159,2104100
2022-02-28,62.119999,62.660000,61.840000,62.410000,61.308628,2936000
2022-03-01,62.220001,62.790001,60.570000,60.880001,59.805634,2085300
2022-03-02,61.040001,62.240002,60.820000,61.810001,60.719219,1271200
2022-03-03,61.910000,63.169998,61.910000,62.410000,61.308628,1255200
2022-03-04,61.709999,63.740002,61.709999,63.700001,63.155712,1210000
2022-03-07,63.720001,64.500000,63.000000,64.250000,63.701012,1643200
2022-03-08,64.510002,65.180000,63.680000,63.730000,63.185455,1584400
2022-03-09,64.339996,64.519997,63.259998,63.369999,62.828529,1615000
2022-03-10,62.799999,64.279999,62.799999,64.110001,63.562210,1624400
2022-03-11,64.139999,64.760002,64.010002,64.349998,63.800156,990000
2022-03-14,64.660004,65.190002,64.209999,64.519997,63.968700,1225800
2022-03-15,65.190002,65.209999,64.220001,64.870003,64.315720,1325600
2022-03-16,64.589996,64.949997,64.000000,64.680000,64.127335,1420100
2022-03-17,64.519997,65.510002,64.470001,65.000000,64.444603,1310200
2022-03-18,65.040001,65.419998,64.339996,64.769997,64.216568,2189800
2022-03-21,64.830002,65.629997,64.830002,64.980003,64.424774,1237900
2022-03-22,65.169998,65.169998,64.529999,65.099998,64.543747,1377500
2022-03-23,65.099998,65.470001,64.540001,65.150002,64.593323,1520800
2022-03-24,65.099998,65.540001,65.000000,65.519997,64.960159,1005600
2022-03-25,65.750000,66.889999,65.730003,66.849998,66.278793,920700
2022-03-28,66.980003,67.080002,66.440002,66.970001,66.397774,799500
2022-03-29,67.290001,67.699997,67.040001,67.690002,67.111618,754700
2022-03-30,67.650002,68.269997,67.379997,68.260002,67.676750,702000
2022-03-31,68.269997,68.760002,68.190002,68.339996,67.756058,1473700
2022-04-01,68.320000,69.080002,68.000000,69.059998,68.469910,1043500
2022-04-04,68.570000,68.839996,67.730003,68.419998,67.835381,1310200
2022-04-05,68.620003,69.620003,68.620003,69.080002,68.489746,1188500
2022-04-06,69.250000,70.660004,69.019997,70.610001,70.006668,1389900
2022-04-07,70.610001,70.610001,69.680000,70.580002,69.976929,1101500
2022-04-08,70.809998,71.480003,70.639999,71.110001,70.502396,1032500
2022-04-11,71.269997,71.430000,70.480003,70.580002,69.976929,657600
2022-04-12,70.370003,71.419998,70.209999,71.349998,70.740341,990200
2022-04-13,71.239998,71.330002,70.260002,70.599998,69.996750,710300
2022-04-14,70.660004,71.360001,70.650002,70.809998,70.204956,739000
2022-04-18,71.000000,71.290001,70.449997,70.860001,70.254532,793800
2022-04-19,71.279999,71.500000,70.809998,71.110001,70.502396,742200
2022-04-20,71.760002,72.650002,71.580002,72.620003,71.999496,1235400
2022-04-21,72.519997,73.129997,71.940002,72.120003,71.503769,1061800
2022-04-22,72.000000,72.110001,71.269997,71.330002,70.720520,1536200
2022-04-25,71.529999,71.589996,69.050003,70.099998,69.501022,1035800
2022-04-26,70.050003,70.669998,69.209999,69.230003,68.638466,797600
2022-04-27,69.150002,69.889999,68.279999,69.199997,68.608711,1082300
2022-04-28,69.540001,70.070000,69.050003,69.730003,69.134193,710700
2022-04-29,69.339996,69.440002,67.720001,67.849998,67.270248,1272500
2022-05-02,68.000000,68.309998,66.209999,67.080002,66.506836,940000
2022-05-03,67.410004,68.570000,67.040001,67.379997,66.804268,822200
2022-05-04,67.599998,68.800003,67.430000,68.730003,68.142738,1353000
2022-05-05,68.680000,69.940002,67.669998,68.279999,67.696579,1192700
2022-05-06,68.000000,68.650002,67.480003,68.099998,67.518112,1623100
2022-05-09,67.739998,68.629997,66.620003,67.900002,67.319824,1607900
2022-05-10,67.860001,68.750000,65.660004,66.449997,65.882210,1409000
2022-05-11,66.699997,67.989998,66.519997,66.959999,66.387856,1059000
2022-05-12,66.860001,67.160004,65.730003,66.800003,66.229225,914300
2022-05-13,67.209999,67.790001,66.500000,67.610001,67.032303,877800
2022-05-16,67.750000,67.970001,67.150002,67.519997,66.943069,1117900
2022-05-17,67.860001,67.970001,66.809998,67.959999,67.379311,868600
2022-05-18,68.199997,68.320000,66.889999,67.059998,66.487000,988400
2022-05-19,66.269997,66.970001,65.110001,66.699997,66.699997,1182600
2022-05-20,66.879997,67.610001,66.180000,67.430000,67.430000,1147400
2022-05-23,68.000000,68.480003,67.360001,68.099998,68.099998,1365700
2022-05-24,68.290001,69.330002,67.669998,69.320000,69.320000,846200
2022-05-25,69.470001,69.699997,69.110001,69.519997,69.519997,1092900
2022-05-26,69.940002,70.250000,69.419998,69.559998,69.559998,715300
2022-05-27,69.330002,70.580002,69.290001,70.570000,70.570000,1126900
2022-05-31,69.800003,70.309998,69.220001,69.940002,69.940002,2408500
2022-06-01,70.220001,70.220001,69.480003,70.010002,70.010002,1390400
2022-06-02,70.160004,70.199997,68.699997,70.010002,70.010002,1382700
2022-06-03,69.900002,70.349998,69.650002,70.010002,70.010002,1409700
2022-06-06,70.230003,70.529999,69.870003,70.400002,70.400002,1766800
2022-06-07,70.209999,70.690002,69.410004,70.550003,70.550003,2016100
2022-06-08,70.199997,70.220001,68.910004,68.980003,68.980003,1150800
2022-06-09,68.989998,69.529999,67.370003,67.370003,67.370003,1140100
2022-06-10,66.570000,67.510002,66.169998,66.750000,66.750000,1419900
